,nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
15,Sweet Evil,Catherine Benguigui,"['Midnight in Paris', 'The Ninth Gate']",N/A,Actress,N/A
16,Sinister Heaven,Marshal Hilton,"['I Am Alone', 'The Raking']",1955,"Actor, Producer, Additional Crew",2 wins & 1 nomination
17,Sinister Heaven,Chris Wisdom,"['Sinister Heaven', 'Descent to Darkness']",N/A,Actor,N/A
18,Sinister Heaven,Laura Waters,"['Sinister Heaven', 'Plague of the Sonoran Bloodsuckers']",N/A,"Actress, Editorial Department, Production Designer",N/A
19,Sinister Heaven,Justin Schollard,"['All My Children', 'Sinister Heaven']",1984,Actor,N/A
20,Sinister Heaven,Aleshia Kaser,"['Sinister Heaven', 'Clean Up Men']",N/A,Actress,N/A
21,Sinister Heaven,Monique Reynoso,"['Sinister Heaven', 'Southbound Heist']",N/A,Actress,N/A
22,Sinister Heaven,Nicole L. Osborne,"['Altar', 'Gordon Family Tree']",N/A,"Actress, Second Unit Director or Assistant Director, Additional Crew",Nicole McAleece
23,Sinister Heaven,Brian Poindexter,"['Sinister Heaven', 'Brick Madness']",N/A,"Actor, Special Effects",N/A
24,Jetaa,Andrus Nichols,"['FBI: Most Wanted', 'The Equalizer']",N/A,"Actress, Producer",5′ 9″ (1.75 m)
25,Jetaa,Jeff Savage,"['Chappaquiddick', 'The Fiction']",N/A,Actor,N/A
26,The Social Network,Jesse Eisenberg,"['The Social Network', 'Zombieland']",1983,"Actor, Producer, Writer",23 wins & 62 nominations total
27,The Social Network,Rooney Mara,"['Carol', 'The Girl with the Dragon Tattoo']",1985,"Actress, Producer, Costume Designer",32 wins & 71 nominations total
28,The Social Network,Bryan Barter,"['The Social Network', 'Arn: The Knight Templar']",1976,Actor,5′ 9″ (1.75 m)
29,The Social Network,Dustin Fitzsimons,"['The Social Network', 'Milf']",1986,Actor,N/A
30,The Social Network,Joseph Mazzello,"['Jurassic Park', 'The Social Network']",1983,"Actor, Director, Writer",7 wins & 13 nominations
31,The Social Network,Patrick Mapel,"['The Social Network', 'The Artist']",N/A,"Actor, Director, Writer",N/A
32,The Social Network,Andrew Garfield,"['Hacksaw Ridge', 'The Amazing Spider-Man']",1983,"Actor, Producer, Soundtrack",39 wins & 141 nominations total
33,The Social Network,Toby Meuli,"['The Social Network', 'Dating Rules from My Future Self']",22,"Actor, Director, Writer",N/A
34,Lahore,Farooq Shaikh,"['Lahore', 'Yeh Jawaani Hai Deewani']",1948,Actor,4 wins & 3 nominations
35,Lahore,Nafisa Ali,"['Life in a Metro', 'Aatank']",1957,Actress,N/A
36,Lahore,Aanaahad,"['Lahore', 'Akki, Vikki te Nikki']",N/A,Actor,N/A
37,Lahore,Sabyasachi Chakrabarty,"['Parineeta', 'Kakababu Here Gelen']",1956,"Actor, Additional Crew",6 wins
38,Lahore,Shraddha Das,"['Lahore', 'Sanam Teri Kasam']",1987,Actress,N/A
39,Lahore,Sushant Singh,"['The Legend of Bhagat Singh', 'Jungle']",1972,Actor,3 wins & 8 nominations
40,Lahore,Kelly Dorji,"['1: Nenokkadine', 'Power']",N/A,Actor,N/A
41,Lahore,Saurabh Shukla,"['Jolly LLB 2', 'Jolly LLB']",1963,"Actor, Writer, Director",5 wins & 14 nominations
42,El gran gato,Bruno Ganz,"['Downfall', 'Wings of Desire']",1941,"Actor, Director, Cinematographer",28 wins & 18 nominations
43,El gran gato,Ulrich Tukur,"['The Lives of Others', 'Solaris']",1957,"Actor, Writer, Soundtrack",12 wins & 12 nominations
44,El gran gato,Marie Bäumer,"['In the Face of Crime', 'The Counterfeiters']",1969,"Actress, Writer, Producer",10 wins & 5 nominations
45,El gran gato,Christiane Paul,"['In July', 'Counterpart']",1974,Actress,5 wins & 7 nominations
46,El gran gato,Edgar Selge,"['Police Call 110', 'The Experiment']",1948,Actor,10 wins & 7 nominations
47,El gran gato,Justus von Dohnányi,"['Downfall', 'The Experiment']",1960,"Actor, Director, Writer",3 wins & 4 nominations
48,El gran gato,Martin Rapold,"['Cargo', 'Mit Herz und Handschellen']",1973,"Actor, Writer",1 win
49,El gran gato,Moritz Möhwald,"['Physalis-Menschli', 'Der grosse Kater']",N/A,"Director, Actor, Writer",N/A
50,Gutter King,Zeb Halsell,"['Rapacious', 'Rodeo & Juliet']",1990,"Actor, Writer, Producer",N/A
51,Gutter King,Casey Clark,"['Off Season', 'The Mistress']",N/A,"Actor, Director, Writer",N/A
52,Gutter King,Blake Logan,"['Come Morning', 'Gutter King']",N/A,"Actor, Stunts",N/A
53,Gutter King,Martin Rapold,"['Cargo', 'Mit Herz und Handschellen']",1973,"Actor, Writer",1 win
54,Gutter King,Moritz Möhwald,"['Physalis-Menschli', 'Der grosse Kater']",N/A,"Director, Actor, Writer",N/A
55,Weakness,Bobby Cannavale,"['The Station Agent', 'Ant-Man']",1970,"Actor, Writer, Producer",7 wins & 26 nominations total
56,Weakness,Danielle Panabaker,"['The Flash', 'Sky High']",1987,"Actress, Director, Producer",5 wins & 8 nominations
57,Weakness,June Diane Raphael,"['Unfinished Business', 'Year One']",1980,"Actress, Writer, Additional Crew",2 nominations
58,Weakness,Josh Charles,"['Dead Poets Society', 'Four Brothers']",1971,"Actor, Director, Additional Crew",1 win & 18 nominations total
59,Weakness,Lily Rabe,"['Miss Stevens', 'No Reservations']",29,"Actress, Producer, Director",1 win & 9 nominations
60,Weakness,Keith Nobbs,"['Public Morals', 'The Pacific']",1979,"Actor, Producer, Additional Crew",1 nomination
61,Weakness,Phyllis Somerville,"['Little Children', 'The Curious Case of Benjamin Button']",1943,Actress,2 wins & 4 nominations
62,Weakness,Daniel Sunjata,"['One for the Money', 'Gone']",1971,"Actor, Soundtrack",1 nomination
63,Poetry,Yun Jeong-hie,"['Poetry', 'Flower in the Snow']",1944,Actress,10 wins & 8 nominations
64,Poetry,Lee Da-wit,"['The Terror Live', 'SF8']",1994,Actor,N/A
65,Poetry,Kim Hee-ra,"['Poetry', 'People in the Slum']",N/A,Actor,2 wins & 2 nominations
66,Poetry,Ahn Nae-sang,"['Mouse', 'L.U.C.A.: The Beginning']",1964,Actor,2 nominations
67,Poetry,Park Myung-shin,"['Train to Busan', 'Oldboy']",1964,Actress,N/A
68,Poetry,Kim Jong-goo,"['Confession of Murder', 'The Phone']",N/A,Actor,Kim Jong-Goo
69,Poetry,Kim Hye-jung,"['Poetry', 'Sea of the Woman: Geu yeojaui bada']",1961,Actress,","
70,A Goldfish of the Flame,Tony Devon,"['Pizza with Bullets', 'Blow Out']",1951,"Actor, Producer, Writer",1 win
71,A Goldfish of the Flame,Richard Jenkins,"['A Goldfish of the Flame', '6 Foot Rule']",N/A,Actor,N/A
72,A Goldfish of the Flame,Carrie Roneker,"['A Goldfish of the Flame', 'Bitez: The Fever']",N/A,Actress,N/A
73,A Goldfish of the Flame,Derek Deadman,"['Time Bandits', 'Brazil']",1940,"Actor, Soundtrack",N/A
74,When We Leave,Sibel Kekilli,"['Head-On', 'When We Leave']",1980,Actress,17 wins & 4 nominations
75,When We Leave,Derya Alabora,"['Innocence', ""Pandora'nin Kutusu""]",1959,Actress,N/A
76,When We Leave,Settar Tanriögen,"['Vavien', 'The Bandit']",1960,"Actor, Soundtrack",4 wins & 5 nominations
77,When We Leave,Tamer Yigit,"['A Most Wanted Man', 'Karaman']",1974,"Additional Crew, Actor, Director",N/A
78,When We Leave,Almila Bagriacik,"['Sisters Apart', 'Mitten in Deutschland: NSU']",1990,"Actress, Soundtrack",2 wins & 3 nominations
79,When We Leave,Florian Lukas,"['Good Bye Lenin!', 'The Grand Budapest Hotel']",1973,"Actor, Producer, Soundtrack",9 wins & 7 nominations
80,You Are Here,Tracy Wright,"['Trigger', 'Me and You and Everyone We Know']",1959,Actress,2 wins & 4 nominations
81,You Are Here,R.D. Reid,"['Dawn of the Dead', 'Lars and the Real Girl']",1944,"Actor, Director, Writer",N/A
82,You Are Here,Anand Rajaram,"['Miss Sloane', 'Fare Trade']",1972,"Actor, Writer",2 nominations
83,You Are Here,Nadia Capone,"['Guiding Light', 'Homie Spumoni']",N/A,Actress,? - present (1 child)
84,You Are Here,Hardee T. Lineham,"['The Dead Zone', 'The Big Hit']",N/A,Actor,N/A
85,You Are Here,Shannon Beckner,"['Boyfriend Latte', 'Eating Buccaneers']",N/A,"Actress, Writer",N/A
86,You Are Here,Richard Clarkin,"['Goon', 'Land of the Dead']",N/A,Actor,1 win & 1 nomination
87,You Are Here,Jenni Burke,"['Half Baked', 'Blues Brothers 2000']",N/A,"Actress, Soundtrack",N/A
88,N-Secure,Cordell Moore,"['N-Secure', 'Why Did I Get Married?']",N/A,Actor,Cordelle Moore
89,N-Secure,Essence Atkins,"['A Haunted House', 'How High']",1972,"Actress, Producer, Director",2 wins & 3 nominations
90,N-Secure,Denise Boutte,"['Why Did I Get Married?', 'Kombucha Cure']",1982,"Actress, Producer",4 wins & 1 nomination
91,N-Secure,Tempestt Bledsoe,"['The Cosby Show', 'ParaNorman']",1973,"Actress, Producer, Soundtrack",2 wins & 7 nominations
92,N-Secure,Lamman Rucker,"['Why Did I Get Married?', 'The Greatest Song']",1971,"Actor, Producer, Music Department",2 nominations
93,N-Secure,Toni Trucks,"['SEAL Team', 'The Twilight Saga: Breaking Dawn - Part 2']",1980,"Actress, Executive",2 wins
94,N-Secure,Rick Ravanello,"['The Cave', ""Hart's War""]",1967,Actor,3 wins & 1 nomination
95,N-Secure,Thomas Miles,"['Think Like a Man', 'Baggage Claim']",N/A,"Actor, Producer, Writer",1 win
96,Everyday Black Man,Ahku,"['The Death of Us', 'Disrupted']",N/A,"Actor, Additional Crew, Camera and Electrical Department",1 win
97,Everyday Black Man,Afi Ayanna,"['Limbo Lounge', 'Everyday Black Man']",N/A,"Actress, Camera and Electrical Department",N/A
98,Everyday Black Man,Chris Ayles,"['Everyday Black Man', 'Crowhurst']",N/A,Actor,N/A
99,Everyday Black Man,Henry Brown,"['Lethal Weapon', 'Scrooged']",N/A,Actor,N/A
100,Everyday Black Man,Crystal Bush,"['Dead Women Walking', ""God's Club""]",N/A,Actress,N/A
101,Everyday Black Man,Marion Christian,"['Everyday Black Man', 'Need']",N/A,Actor,N/A
102,Everyday Black Man,Marjorie Crump-Shears,"['Fruitvale Station', 'Everyday Black Man']",N/A,Actress,Marjorie Shears
103,Circuit,Vincent Martinez,"['The School of Flesh', 'Three Dancing Slaves']",N/A,Actor,1 nomination
104,Circuit,Sophie Auster,"['Stealing Summers', 'Nous York']",1987,"Actress, Soundtrack",N/A
105,Circuit,Misia Mur,"['Circuit', 'Miradas 2']",N/A,Actress,N/A
106,Circuit,Leticia Dolera,"['[REC] 3: Genesis', 'Vida perfecta']",1981,"Actress, Writer, Director",8 wins & 14 nominations
107,Circuit,Óscar Jaenada,"['The Losers', 'Pirates of the Caribbean: On Stranger Tides']",1975,"Actor, Producer, Script and Continuity Department",16 wins & 12 nominations
108,Circuit,Lázaro Mur,"['30 Coins', 'Black Bread']",N/A,Actor,N/A
109,Circuit,Michelle Jenner,"['Isabel', 'Julieta']",1986,"Actress, Costume Designer, Make-Up Department",11 wins & 14 nominations
110,Circuit,Nacho Duato,"['El forastero', ""The Soldier's Tale""]",1957,"Actor, Additional Crew",N/A
111,"Lebanon, Pa.",Josh Hopkins,"['The Perfect Storm', 'G.I. Jane']",1970,"Actor, Director, Producer",2 nominations
112,"Lebanon, Pa.",Rachel Kitson,"['Lebanon, Pa.', 'Seeking Sublet']",N/A,Actress,N/A
113,"Lebanon, Pa.",Ian Merrill Peakes,"['Knock at the Cabin', 'Macbeth: Folger Shakespeare Library Edition']",N/A,Actor,N/A
114,"Lebanon, Pa.",Samantha Mathis,"['Broken Arrow', 'American Psycho']",1970,"Actress, Executive, Soundtrack",3 nominations
115,"Lebanon, Pa.",Hunter Gallagher,"['Smash', 'Bored to Death']",N/A,Actor,N/A
116,"Lebanon, Pa.",Mary Beth Hurt,"['The World According to Garp', 'Lady in the Water']",1946,Actress,1 win & 2 nominations total
117,"Lebanon, Pa.",Julia Yorks,"['1UP', 'Jack Reacher']",1988,"Writer, Actress",N/A
118,"Lebanon, Pa.",Natasha Sattler,"['Rocket Science', 'Odd One Out']",16,"Actress, Writer, Additional Crew",N/A
119,Arcadia Lost,Dato Bakhtadze,"['Wanted', 'Crash']",1966,"Actor, Producer",N/A
120,Arcadia Lost,Haley Bennett,"['Swallow', 'The Magnificent Seven']",1988,"Actress, Producer, Soundtrack",5 wins & 7 nominations
121,Arcadia Lost,Lachlan Buchanan,"['Station 19', 'Wellmania']",1987,Actor,N/A
122,Arcadia Lost,Anthony Burk,"['Alexander the Great', 'Emma Blue']",N/A,Actor,N/A
123,Arcadia Lost,Rohit Chandel,"['The American Gandhi', 'Blind Game']",1995,Actor,RoHit Chandel
124,Arcadia Lost,Renos Haralambidis,"['No Budget Story', 'The Heart of the Beast']",1970,"Actor, Writer, Director",3 wins & 2 nominations
125,Arcadia Lost,Carter Jenkins,"['Women of the Movement', 'After We Fell']",1991,Actor,4 wins & 7 nominations
126,Arcadia Lost,Nicholas Marmaras,"['13.700', 'Arcadia Lost']",N/A,Actor,N/A
127,Obituary of the Sun,Melissa McGinnis,"['Obituary of the Sun', 'A Coat of Snow']",N/A,"Actress, Producer, Executive",N/A
128,Obituary of the Sun,Robert Loggia,"['Big', 'Independence Day']",1930,"Actor, Director, Additional Crew",6 wins & 8 nominations total
129,Obituary of the Sun,Rohit Chandel,"['The American Gandhi', 'Blind Game']",1995,Actor,RoHit Chandel
130,Obituary of the Sun,Renos Haralambidis,"['No Budget Story', 'The Heart of the Beast']",1970,"Actor, Writer, Director",3 wins & 2 nominations
131,Obituary of the Sun,Carter Jenkins,"['Women of the Movement', 'After We Fell']",1991,Actor,4 wins & 7 nominations
132,Obituary of the Sun,Nicholas Marmaras,"['13.700', 'Arcadia Lost']",N/A,Actor,N/A
133,Au revoir Taipei,Chun-Yao Yao,"['Copycat Killer', 'Jing ji sen lin']",1984,Actor,1 win & 1 nomination
134,Au revoir Taipei,Amber Kuo,"['Love', 'Au revoir Taipei']",1986,"Actress, Camera and Electrical Department, Composer",4 wins & 7 nominations
135,Au revoir Taipei,Hsiao-chuan Chang,"['Girlfriend Boyfriend', 'Soul']",1983,"Actor, Art Department",1 win & 16 nominations
136,Au revoir Taipei,Lawrence Ko,"['Lust, Caution', 'Jump Ashin!']",1977,Actor,2 wins & 6 nominations
137,Au revoir Taipei,Frankie Kao,"['Fantasy Mission Force', 'Burn Phoenix Burn']",1950,"Actor, Music Department",N/A
138,Au revoir Taipei,Paul Chiang,"['Dream Flight', 'High 5 Basketball']",1988,Actor,N/A
139,Au revoir Taipei,Peggy Tseng,"['Parking', 'Revenge of the Factory Woman']",1978,Actress,1 win & 3 nominations
140,Au revoir Taipei,Yo Yang,"['17 sui de tian kong', 'Plurality']",1982,Actor,1 win & 8 nominations
141,Raajneeti,Ajay Devgn,"['Shivaay', 'Once Upon a Time in Mumbaai']",1969,"Actor, Producer, Director",35 wins & 113 nominations
142,Raajneeti,Ranbir Kapoor,"['Rockstar', 'Animal']",1982,"Actor, Music Department, Second Unit Director or Assistant Director",59 wins & 94 nominations
143,Raajneeti,Nana Patekar,"['Krantiveer', 'Prahaar: The Final Attack']",1951,"Actor, Music Department, Director",17 wins & 32 nominations
144,Raajneeti,Katrina Kaif,"['Zindagi Na Milegi Dobara', 'Ek Tha Tiger']",1984,Actress,48 wins & 80 nominations
145,Raajneeti,Arjun Rampal,"['Ra.One', 'Om Shanti Om']",1972,"Actor, Writer, Animation Department",25 wins & 20 nominations
146,Raajneeti,Manoj Bajpayee,"['Gangs of Wasseypur', 'Satya']",1969,"Actor, Producer, Music Department",54 wins & 87 nominations
147,Raajneeti,Naseeruddin Shah,"['A Wednesday', 'The League of Extraordinary Gentlemen']",1950,"Actor, Music Department, Director",15 wins & 67 nominations
148,Raajneeti,Sarah Thompson,"['Your Friends and Neighbors', '7th Heaven']",25,"Actress, Soundtrack",N/A
149,Easy Money,Joel Kinnaman,"['The Killing', 'RoboCop']",1979,"Actor, Producer",1 win & 5 nominations
150,Easy Money,Matias Varela,"[""Assassin's Creed"", 'Point Break']",1980,Actor,4 nominations
151,Easy Money,Dragomir Mrsic,"['Edge of Tomorrow', 'Easy Money']",1969,"Actor, Writer, Producer",N/A
152,Easy Money,Lisa Henni,"['Easy Money', 'Remake']",1982,Actress,1 nomination
153,Easy Money,Mahmut Suvakci,"['Easy Money', 'Top Dog']",N/A,"Actor, Director",1 nomination
154,Easy Money,Lea Stojanov,"['Easy Money', 'Easy Money II: Hard to Kill']",N/A,Actress,N/A
155,Easy Money,Dejan Cukic,"['All In', 'Easy Money']",1966,"Actor, Director, Writer",1 win & 3 nominations
156,Meet Monica Velour,Kim Cattrall,"['Star Trek VI: The Undiscovered Country', 'Sex and the City 2']",1956,"Actress, Producer, Soundtrack",10 wins & 29 nominations total
157,Meet Monica Velour,Dustin Ingram,"['Watchmen', 'Secret Headquarters']",1990,"Actor, Editor, Producer",4 nominations
158,Meet Monica Velour,Brian Dennehy,"['First Blood', 'Silverado']",1938,"Actor, Producer, Director",6 wins & 22 nominations total
159,Meet Monica Velour,Jee Young Han,"['Perry Mason', 'Unprisoned']",N/A,"Actress, Director, Writer",N/A
160,Meet Monica Velour,Daniel Yelsky,"['Circle', ""That's What I Am""]",1997,Actor,N/A
161,Meet Monica Velour,Keith David,"['The Princess and the Frog', 'They Live']",1956,"Actor, Producer, Composer",8 wins & 20 nominations total
162,Meet Monica Velour,Sam McMurray,"['Raising Arizona', 'Drop Dead Gorgeous']",1952,"Actor, Producer, Soundtrack",2 nominations
163,Meet Monica Velour,Elizabeth Shapiro,"['Movie 43', '30 Minutes or Less']",N/A,"Actress, Writer, Producer",Elizabeth Wright Shapiro
164,People of Allah,Varun Bhagwat,"['People of Allah', 'Dnyaneshwar Mauli']",N/A,Actor,N/A
165,People of Allah,Virendra Giri,"['People of Allah', 'Shuruaat Ka Interval']",N/A,"Actor, Casting Director",N/A
166,People of Allah,Vikram Gokhale,"['Bhool Bhulaiyaa', 'Bang Bang']",1940,"Actor, Director, Writer",2 wins & 4 nominations
167,People of Allah,Zakir Hussain,"['Paan Singh Tomar', 'Andhadhun']",N/A,Actor,2 nominations
168,People of Allah,Bharat Jha,"['Kick', '3 Idiots']",N/A,"Casting Director, Additional Crew, Casting Department",N/A
169,People of Allah,Sharman Joshi,"['3 Idiots', 'Rang De Basanti']",1979,"Actor, Producer, Soundtrack",2 wins & 12 nominations
170,People of Allah,Faruk Kabir,"['Khuda Haafiz: Chapter 2 - Agni Pariksha', 'Khuda Haafiz']",1983,"Director, Writer, Second Unit Director or Assistant Director",N/A
171,People of Allah,Ajaz Khan,"['Lakeer Ka Fakeer', 'Dookudu']",N/A,"Actor, Producer, Writer",5′ 8″ (1.73 m)
172,Railways,Kiichi Nakai,"['When the Last Sword Is Drawn', '47 Ronin']",1961,Actor,11 wins & 9 nominations
173,Railways,Reiko Takashima,"['Space Battleship Yamato', 'Shomuni']",1964,Actress,1 nomination
174,Railways,Yuika Motokariya,"['Swing Girls', 'Katakoi gurume nikki']",1987,Actress,N/A
175,Railways,Shirô Sano,"['Godzilla 2000', 'Kurenai monogatari']",1955,"Actor, Director, Writer",1 win
176,Railways,Faruk Kabir,"['Khuda Haafiz: Chapter 2 - Agni Pariksha', 'Khuda Haafiz']",1983,"Director, Writer, Second Unit Director or Assistant Director",N/A
177,Railways,Ajaz Khan,"['Lakeer Ka Fakeer', 'Dookudu']",N/A,"Actor, Producer, Writer",5′ 8″ (1.73 m)
178,Upside,Randall Bentley,"['Heroes', 'Upside']",1991,Actor,","
179,Upside,Leah Sims,"['Upside', 'Bad Behaviour']",1986,"Actress, Art Department",N/A
180,Upside,Taylor St. Clair,"['The Hunger Games: Catching Fire', 'Dumb and Dumber To']",N/A,Actress,N/A
181,Upside,Jeremy Harrison,"['Rings', 'Powers']",1977,Actor,N/A
182,Upside,Kathie Swenn,"['In the Heat of the Night', 'Upside']",N/A,Actress,N/A
183,Upside,Blair Jasin,"['Avengers: Infinity War', 'Footloose']",N/A,Actor,5′ 11″ (1.80 m)
184,Upside,Kay Copeland,"[""The Father's Love"", 'Law & Order: Criminal Intent']",N/A,Actress,N/A
185,Upside,Slaton Waldo,"['Positive', 'Upside']",N/A,Actor,N/A
186,Shit Year,Ellen Barkin,"['The Fan', 'Drop Dead Gorgeous']",1954,"Actress, Producer",4 wins & 11 nominations total
187,Shit Year,Luke Grimes,"['Fifty Shades of Grey', 'American Sniper']",1984,"Actor, Soundtrack",1 win & 2 nominations
188,Shit Year,Bob Einstein,"['Bizarre', 'Super Dave']",1942,"Writer, Actor, Producer",3 wins & 9 nominations total
189,Shit Year,Theresa Randle,"['Bad Boys', 'Bad Boys II']",1964,"Actress, Soundtrack",1 nomination
190,Shit Year,Melora Walters,"['Magnolia', 'Boogie Nights']",1960,"Actress, Director, Writer",6 wins & 3 nominations
191,Shit Year,Josh Blaylock,"['Video Game High School', 'Red Dead Redemption']",1990,Actor,2 wins & 1 nomination
192,Shit Year,David Zellner,"['Kumiko, The Treasure Hunter', 'Sasquatch Sunset']",1974,"Actor, Director, Writer",8 wins & 18 nominations
193,Shit Year,Djuna Bel,"['Wild Tigers I Have Known', 'Shit Year']",1984,"Producer, Actress, Costume Designer",6′ (1.83 m)
194,The Last Song,Miley Cyrus,"['Hannah Montana', 'Hannah Montana: The Movie']",1992,"Music Artist, Actress, Music Department",31 wins & 115 nominations
195,The Last Song,Greg Kinnear,"['As Good as It Gets', 'Little Miss Sunshine']",1963,"Actor, Producer, Writer",13 wins & 21 nominations total
196,The Last Song,Bobby Coleman,"['The Last Song', 'Must Love Dogs']",1997,"Actor, Additional Crew",1 nomination
197,The Last Song,Liam Hemsworth,"['The Hunger Games', 'The Hunger Games: Mockingjay - Part 1']",1990,"Actor, Additional Crew, Soundtrack",6 wins & 19 nominations total
198,The Last Song,Hallock Beals,"['Letters from Iwo Jima', 'The Last Song']",1982,"Actor, Writer, Producer",N/A
199,The Last Song,Kelly Preston,"['Battlefield Earth', 'Sky High']",1962,"Actress, Soundtrack",1 win & 5 nominations
200,The Last Song,Nick Lashaway,"['The 40-Year-Old Virgin', 'In Time']",1988,Actor,N/A
201,The Last Song,Carly Chaikin,"['Mr. Robot', 'Suburgatory']",1990,"Actress, Writer, Producer",2 wins & 2 nominations
202,Last Night,Keira Knightley,"['Pirates of the Caribbean: The Curse of the Black Pearl', 'Pride & Prejudice']",1985,"Actress, Producer, Camera and Electrical Department",28 wins & 110 nominations total
203,Last Night,Sam Worthington,"['Avatar', 'Terminator Salvation']",1976,"Actor, Producer, Director",6 wins & 20 nominations
204,Last Night,Guillaume Canet,"['Love Me If You Dare', 'Tell No One']",1973,"Actor, Writer, Director",11 wins & 20 nominations
205,Last Night,Eva Mendes,"['The Other Guys', 'Hitch']",1974,"Actress, Director, Writer",2 wins & 17 nominations
206,Last Night,Daniel Eric Gold,"[""Charlie Wilson's War"", 'Definitely, Maybe']",1975,Actor,N/A
207,Last Night,Scott Adsit,"['Big Hero 6', '30 Rock']",1965,"Actor, Producer, Writer",3 wins & 13 nominations
208,Last Night,Griffin Dunne,"['After Hours', 'An American Werewolf in London']",1955,"Actor, Director, Producer",6 wins & 7 nominations total
209,Last Night,Stephanie Romanov,"['Thirteen Days', 'The Final Cut']",1969,Actress,N/A
210,Eep!,Stefan de Walle,"['De Marathon', 'The Neighbors']",1965,"Actor, Writer",2 nominations
211,Eep!,Diederik Ebbinge,"['Matterhorn', 'De luizenmoeder']",1969,"Actor, Writer, Director",Diderik Ebbinge
212,Eep!,Kenadie Jourdin,"['Eep!', ""Incredibly Small: Kenadie's Story""]",2003,Actress,N/A
213,Eep!,Hans Somers,"['Men from Mars', 'Hunter Street']",1970,"Director, Actor, Writer",","
214,Eep!,Huub Stapel,"['Amsterdamned', 'De Partizanen']",1954,"Actor, Producer, Soundtrack",3 wins & 1 nomination
215,Eep!,Pieter Tiddens,"['Black Book', 'Lenette van Dongen: Paradijskleier']",N/A,"Actor, Director, Second Unit Director or Assistant Director",N/A
216,Eep!,Joke Tjalsma,"['De Daltons', 'Bobby en de geestenjagers']",1957,Actress,N/A
217,Starshaya zhena,Irina Rozanova,"['Encore, Once More Encore!', 'Two Days']",1961,Actress,4 wins & 8 nominations
218,Starshaya zhena,Andrey Panin,"['Svadba', 'Yady, ili vsemirnaya istoriya otravleniy']",1962,"Actor, Director",6 wins & 10 nominations
219,Starshaya zhena,Hans Somers,"['Men from Mars', 'Hunter Street']",1970,"Director, Actor, Writer",","
220,Starshaya zhena,Huub Stapel,"['Amsterdamned', 'De Partizanen']",1954,"Actor, Producer, Soundtrack",3 wins & 1 nomination
221,Starshaya zhena,Pieter Tiddens,"['Black Book', 'Lenette van Dongen: Paradijskleier']",N/A,"Actor, Director, Second Unit Director or Assistant Director",N/A
222,Starshaya zhena,Joke Tjalsma,"['De Daltons', 'Bobby en de geestenjagers']",1957,Actress,N/A
223,Anger Has a Secret,Jah Shams,"['Anger Has a Secret', ""April's Fools""]",1982,"Actor, Additional Crew, Casting Director",N/A
224,Anger Has a Secret,Toni Youngblood,"['The Goldbergs', 'True Detective']",18,Actress,N/A
225,Anger Has a Secret,Billy Mayo,"['The Perfect Storm', 'Space: Above and Beyond']",1957,Actor,N/A
226,Anger Has a Secret,Denise Dowse,"['Ray', 'Pleasantville']",1958,"Actress, Additional Crew, Director",1 nomination
227,Anger Has a Secret,Kimberly Bailey,"['Babe', 'Rise of the Planet of the Apes']",N/A,"Additional Crew, Actress, Producer",N/A
228,Anger Has a Secret,Toy Connor,"['Be Safe!', 'ER']",7,"Actress, Producer, Music Department",N/A
